timestamp,type,joints,pose
2026-07-06T11:14:58,arm,"[90, 80, -110, 115, 95, -10, -20]",NaN
2026-07-06T11:14:58,arm,"[85, 63.5, -102.5, 104.5, 81, -34, -50]",NaN
