timestamp,type,joints,pose
2026-07-29T18:07:39,arm,"[79, 56, -96, 102.5, 100, -25.5, -42.5]",NaN
2026-07-29T18:07:58,arm,"[90, 40, -86, 108, 68, 0, 0]",NaN
2026-07-29T18:08:22,arm,"[85, 50, -71, 113, 78, 20,15]",NaN
2026-07-29T18:08:50,arm,"[70, 55, -39, 85, 105, 20, 35]",NaN
2026-07-29T16:06:56,arm,"[48.5, 29, 0, 110.5, 117.5, 22, 45]",NaN
2026-07-29T16:07:17,arm,"[32.38, 53.08, 18.52, 103.48, 109.92, 30.64, 36.49]",NaN
