timestamp,type,joints,pose
2026-07-09T11:13:17,arm,"[70, 60, -90, 95, 100, -10, -10]",NaN
2026-07-09T11:13:22,arm,"[90, 50, -90, 120, 100.00, -20, 25]",NaN
