timestamp,type,joints,pose
2026-07-29T15:49:34,arm,"[40, 37, -16.50, 117, 71, -14.5, -8]",NaN
2026-07-29T15:50:13,arm,"[67, 63, -98, 98, 113, -14, -50]",NaN
